Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Cluster
Juan Toscano-Anderson,30.0,SF,11.0,0.0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,2.5,0.292,0.333,0.0,8.3,21.6,14.8,9.0,0.9,1.7,14.3,11.3,-0.1,0.1,0.0,-0.024,-8.7,-0.6,-9.4,-0.1,10
Usman Garuba,21.0,PF,6.0,0.0,3.0,0.2,1.0,0.167,0.0,0.2,0.0,0.2,0.8,0.2,0.167,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5,7.0,0.218,0.167,0.333,18.2,23.7,21.0,6.6,2.7,15.1,22.5,20.8,-0.1,0.0,0.0,-0.124,-10.8,-0.1,-10.9,0.0,10
E.J. Liddell,23.0,PF,8.0,0.0,2.9,0.1,0.8,0.167,0.0,0.6,0.0,0.1,0.1,1.0,0.167,0.3,0.3,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,4.3,0.291,0.833,0.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,18
Pete Nance,23.0,PF,8.0,0.0,3.4,0.1,0.8,0.167,0.1,0.1,1.0,0.0,0.6,0.0,0.25,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.3,0.4,-3.9,0.218,0.167,0.333,0.0,12.3,6.2,0.0,1.8,0.0,12.7,12.9,-0.1,0.0,-0.1,-0.154,-11.9,-3.2,-15.2,-0.1,10
Maxwell Lewis,21.0,SF,34.0,0.0,3.0,0.1,0.6,0.19,0.0,0.3,0.111,0.1,0.4,0.25,0.214,0.1,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3,-3.9,0.246,0.429,0.143,2.3,2.1,2.2,6.8,0.9,0.8,30.9,13.6,-0.5,0.0,-0.4,-0.195,-10.3,-3.2,-13.5,-0.3,10
Ryan Arcidiacono,29.0,PG,20.0,0.0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,-2.0,0.0,1.0,0.0,0.0,20.0,10.0,10.4,2.2,0.0,25.0,7.7,-0.1,0.1,-0.1,-0.089,-11.5,1.9,-9.6,-0.1,10
Malcolm Cazalon,22.0,SG,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-6.0,-3.2,-9.1,0.0,20
Jalen Crutcher,24.0,PG,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.334,-18.5,-7.8,-26.2,0.0,20
Andrew Funk,24.0,SG,5.0,0.0,2.6,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,-5.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,3.8,7.9,0.0,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0,10
Kaiser Gates,27.0,SF,1.0,0.0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.9,0.0,0.5,0.0,0.0,15.7,8.0,0.0,0.0,0.0,0.0,24.9,-0.1,0.0,-0.1,-0.558,-18.6,-10.1,-28.8,-0.1,20
Danny Green,36.0,SG,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.7,0.0,0.5,0.0,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,10
Ron Harper Jr.,23.0,PF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,28.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.087,-11.7,2.8,-8.8,0.0,20
Justin Jackson,28.0,SF,2.0,0.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.031,-6.3,-1.2,-7.5,0.0,20
Dmytro Skapintsev,25.0,C,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.483,-16.0,-9.8,-25.9,0.0,20
Javonte Smart,24.0,PG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.005,-6.2,-2.1,-8.3,0.0,20
Pascal Siakam,29.0,PF,80.0,80.0,33.213750000000005,8.504999999999999,15.8975,0.5358375,1.0975,3.085,0.3523625,7.456249999999999,12.8125,0.58195,0.56925,3.63375,4.93125,0.7277624999999999,1.75875,5.31,7.06875,4.285,0.8,0.35124999999999995,1.74125,2.4050000000000002,21.73875,19.77375,0.6010249999999999,0.1935375,0.3113625,5.88875,18.154999999999998,11.99875,19.229999999999997,1.1,0.8025,8.81375,25.24875,2.7074999999999996,0.7537499999999999,3.4612499999999997,0.12496249999999999,2.61,-0.64625,1.96375,1.3537499999999998,1
RJ Barrett,23.0,SG,58.0,58.0,31.706896551724135,7.5137931034482754,15.175862068965516,0.49472413793103454,1.589655172413793,4.337931034482758,0.3646551724137931,5.968965517241379,10.837931034482757,0.5440344827586207,0.5458620689655173,3.613793103448276,5.020689655172413,0.719551724137931,0.9206896551724137,4.493103448275862,5.458620689655172,3.337931034482758,0.5551724137931034,0.35517241379310344,2.1862068965517243,2.196551724137931,20.186206896551724,16.23103448275862,0.5795862068965517,0.28479310344827585,0.33048275862068965,3.1310344827586203,15.872413793103448,9.424137931034483,16.49655172413793,0.8551724137931035,1.1,11.089655172413792,26.551724137931036,0.8413793103448276,0.5896551724137931,1.4310344827586208,0.07441379310344828,0.693103448275862,-1.5344827586206895,-0.8413793103448276,0.3310344827586207,14
Terry Rozier,29.0,PG,61.0,60.0,33.4672131147541,7.231147540983606,16.368852459016395,0.4407049180327869,2.444262295081967,6.683606557377049,0.36460655737704917,4.786885245901639,9.634426229508197,0.49488524590163935,0.5156885245901639,2.7868852459016393,3.2327868852459014,0.8795573770491804,0.6,3.4524590163934423,4.052459016393443,5.583606557377049,1.0491803278688525,0.34918032786885245,1.7426229508196722,1.6491803278688524,19.744262295081967,17.11639344262295,0.5521475409836065,0.40927868852459015,0.19383606557377048,1.90327868852459,12.018032786885247,6.911475409836065,27.285245901639342,1.5508196721311476,0.9983606557377049,8.785245901639342,25.7672131147541,1.0918032786885246,0.8065573770491803,1.9491803278688524,0.09101639344262294,2.0721311475409836,-0.5852459016393442,1.4868852459016393,0.8967213114754098,14
Immanuel Quickley,24.0,PG,68.0,38.0,29.19705882352941,5.714705882352941,13.155882352941177,0.4361176470588235,2.4911764705882353,6.35,0.395,3.179411764705882,6.805882352941176,0.47491176470588237,0.5316764705882353,3.0352941176470587,3.6029411764705883,0.8546764705882353,0.25588235294117645,3.5735294117647056,3.829411764705882,4.902941176470588,0.7235294117647059,0.15588235294117647,1.4470588235294117,1.7794117647058822,17.011764705882353,16.764705882352942,0.579,0.48455882352941176,0.27485294117647063,0.911764705882353,13.423529411764704,7.061764705882354,23.5,1.211764705882353,0.4558823529411765,8.99705882352941,23.897058823529413,1.7676470588235293,0.6,2.3676470588235294,0.11882352941176472,2.2529411764705882,-0.8147058823529413,1.438235294117647,0.8,14
Bojan Bogdanović,34.0,SF,57.0,27.0,25.929824561403507,5.421052631578947,11.943859649122807,0.44866666666666666,2.336842105263158,5.873684210526315,0.39210526315789473,3.0842105263157897,6.0701754385964914,0.5027368421052631,0.544578947368421,2.0350877192982457,2.6315789473684212,0.7896842105263158,0.39824561403508774,2.2894736842105265,2.687719298245614,1.6859649122807017,0.49473684210526314,0.04912280701754386,1.7912280701754386,1.643859649122807,15.214035087719298,12.064912280701755,0.5740526315789474,0.49157894736842106,0.20989473684210525,1.6526315789473685,9.949122807017543,5.750877192982456,9.605263157894736,0.894736842105263,0.29824561403508776,11.952631578947368,24.496491228070177,0.143859649122807,0.3508771929824561,0.49473684210526314,0.031315789473684214,-1.0736842105263158,-2.5,-3.5245614035087725,-0.20350877192982458,4
OG Anunoby,26.0,SF,50.0,50.0,34.036,5.6160000000000005,11.532,0.48854000000000003,2.0700000000000003,5.3100000000000005,0.3832,3.6460000000000004,6.222,0.5827,0.57664,1.338,1.792,0.75104,0.9460000000000001,3.184,4.130000000000001,2.148,1.322,0.73,1.6460000000000001,2.3920000000000003,14.64,12.784,0.59478,0.46108000000000005,0.1545,3.0380000000000003,10.614,6.776,9.008000000000001,1.9600000000000002,1.9440000000000004,11.614,17.556,0.554,0.7220000000000002,1.2760000000000002,0.0727,-1.0300000000000002,0.45000000000000007,-0.5880000000000001,0.28400000000000003,8
Dennis Schröder,30.0,PG,80.0,58.0,31.1075,5.0175,11.616249999999999,0.435475,1.7174999999999998,4.59,0.37247499999999995,3.3,6.9624999999999995,0.4759875,0.50955,2.24625,2.6462499999999998,0.8320624999999999,0.47250000000000003,2.5175,2.99,6.063749999999999,0.79125,0.23625000000000002,1.8900000000000001,2.0637499999999998,14.026249999999997,13.32,0.5503,0.3969,0.23328749999999998,1.645,9.1525,5.29875,28.0,1.2187499999999998,0.645,12.896249999999998,20.269999999999996,1.3837499999999998,0.5,1.88375,0.063675,-0.5,-1.33625,-1.83625,0.06375,4
P.J. Washington,25.0,PF,73.0,45.0,30.391780821917806,4.882191780821918,11.123287671232877,0.4360684931506849,1.7999999999999998,5.61917808219178,0.32002739726027396,3.082191780821918,5.4438356164383555,0.5572054794520548,0.5176438356164383,1.341095890410959,1.980821917808219,0.6788356164383561,1.1602739726027398,4.497260273972602,5.6575342465753415,1.9219178082191781,1.0191780821917806,0.7794520547945205,1.3013698630136985,2.3013698630136985,12.845205479452055,12.205479452054794,0.5358630136986301,0.5111780821917808,0.17864383561643837,4.182191780821918,16.497260273972604,10.25890410958904,9.394520547945206,1.5794520547945203,2.3794520547945206,9.826027397260273,19.253424657534246,0.0,0.9191780821917809,0.9191780821917809,0.039123287671232874,-1.7397260273972601,-0.38493150684931515,-2.1643835616438354,-0.1013698630136986,15
Buddy Hield,31.0,SG,84.0,42.0,25.73809523809524,4.4,10.090476190476192,0.43652380952380954,2.6,6.785714285714285,0.3859047619047619,1.838095238095238,3.3666666666666663,0.5433809523809524,0.5654761904761905,0.6142857142857143,0.6761904761904762,0.8765714285714286,0.7380952380952381,2.4857142857142858,3.2,2.814285714285714,0.8,0.4857142857142857,1.2380952380952381,2.038095238095238,12.076190476190476,13.29047619047619,0.5783809523809523,0.6692857142857143,0.06933333333333333,3.166666666666667,10.880952380952381,6.985714285714286,14.5,1.5380952380952382,1.5714285714285714,10.476190476190476,19.20952380952381,1.0095238095238095,0.8,1.8095238095238095,0.07685714285714286,1.0,-0.6095238095238096,0.4285714285714286,0.6619047619047619,8
Marvin Bagley III,24.0,C,50.0,25.0,21.088,4.771999999999999,8.2,0.5861999999999999,0.144,0.43999999999999995,0.31292,4.628,7.708,0.59832,0.5964,1.9,2.492,0.76624,2.616,3.6639999999999997,6.228,1.096,0.392,0.644,1.1960000000000002,1.596,11.687999999999999,19.304000000000002,0.63032,0.05316,0.31252,12.804,18.924,15.816000000000003,8.184,0.836,2.596,11.384,21.003999999999998,0.996,0.348,1.34,0.12064,0.9279999999999999,-1.408,-0.48,0.196,6
Daniel Gafford,25.0,PF,74.0,66.0,24.54054054054054,4.695945945945946,6.460810810810811,0.7252702702702702,0.0,0.0,0.0,4.695945945945946,6.460810810810811,0.7252702702702702,0.7252702702702702,1.6256756756756756,2.325675675675676,0.6672027027027027,2.6256756756756756,4.943243243243243,7.56891891891892,1.5391891891891891,0.8824324324324324,2.0824324324324324,1.0,3.1040540540540538,11.017567567567568,21.898648648648646,0.7312972972972973,0.0,0.36424324324324325,11.421621621621622,22.197297297297297,16.748648648648647,9.214864864864865,1.6608108108108108,7.109459459459459,11.7,14.87972972972973,2.6864864864864866,1.2824324324324325,3.968918918918919,0.20895945945945946,0.8581081081081081,2.0013513513513512,2.8594594594594596,1.0567567567567568,13
Bruce Brown,27.0,PG,67.0,44.0,27.822388059701492,4.144776119402985,8.688059701492538,0.478044776119403,0.7970149253731342,2.491044776119403,0.32192537313432834,3.347761194029851,6.246268656716418,0.5384029850746269,0.5229402985074627,1.7462686567164178,2.144776119402985,0.8251194029850746,0.8,3.4432835820895518,4.2432835820895525,2.847761194029851,0.8970149253731343,0.2507462686567164,1.2507462686567163,2.246268656716418,10.83134328358209,11.540298507462687,0.5624179104477611,0.2778507462686567,0.24222388059701494,3.153731343283582,13.885074626865672,8.49402985074627,13.31492537313433,1.4970149253731342,0.7522388059701492,11.92089552238806,16.54776119402985,0.5955223880597015,0.4985074626865672,1.0940298507462687,0.05674626865671642,-2.41044776119403,-0.9567164179104477,-3.416417910447761,-0.3029850746268657,15
Simone Fontecchio,28.0,SF,66.0,43.0,24.921212121212122,3.806060606060606,8.33939393939394,0.45703030303030306,2.0181818181818185,5.087878787878788,0.3994848484848485,1.7878787878787878,3.2515151515151515,0.5549090909090909,0.5806363636363636,0.793939393939394,0.993939393939394,0.8111515151515152,0.9515151515151515,2.7666666666666666,3.7181818181818183,1.5727272727272728,0.6727272727272727,0.37575757575757573,1.0242424242424244,1.6484848484848484,10.475757575757576,11.975757575757576,0.5970909090909091,0.6221515151515152,0.11806060606060606,4.442424242424242,12.16060606060606,8.327272727272728,8.648484848484848,1.2484848484848485,1.2787878787878788,10.98181818181818,16.32121212121212,0.8272727272727274,0.3,1.1787878787878787,0.059515151515151514,-0.06060606060606061,-1.006060606060606,-1.0666666666666667,0.1484848484848485,8
Spencer Dinwiddie,30.0,PG,76.0,52.0,28.305263157894736,3.326315789473684,8.410526315789474,0.39321052631578945,1.6789473684210525,4.842105263157895,0.34542105263157896,1.6842105263157896,3.5684210526315785,0.45494736842105254,0.4951052631578947,2.231578947368421,2.7473684210526312,0.8174736842105264,0.3526315789473684,2.3210526315789473,2.7105263157894735,4.673684210526315,0.6894736842105263,0.31052631578947365,1.1894736842105262,1.8368421052631578,10.463157894736842,11.473684210526315,0.5506315789473684,0.5868421052631578,0.33352631578947367,1.4578947368421051,8.84736842105263,5.163157894736842,21.86315789473684,1.1526315789473685,1.0052631578947366,11.752631578947367,16.242105263157896,1.3736842105263156,0.7157894736842105,2.0894736842105264,0.0791578947368421,-1.494736842105263,-0.5421052631578948,-2.0,0.11578947368421051,4
Alec Burks,32.0,SG,66.0,1.0,18.386363636363637,3.1772727272727277,8.598484848484848,0.3636818181818182,1.8818181818181818,4.968181818181818,0.3661515151515151,1.2954545454545454,3.6303030303030304,0.3592575757575758,0.46965151515151515,2.1727272727272724,2.5075757575757573,0.8416666666666668,0.36515151515151517,1.9212121212121211,2.286363636363636,1.3560606060606062,0.4303030303030303,0.19545454545454544,0.7,1.1515151515151516,10.474242424242425,12.103030303030303,0.5248939393939394,0.5735,0.2853939393939394,2.2484848484848485,11.73030303030303,6.9393939393939394,10.503030303030302,1.1,0.7560606060606061,7.0621212121212125,24.684848484848487,0.6378787878787878,0.36515151515151517,0.968181818181818,0.040772727272727266,-0.8606060606060608,-2.153030303030303,-2.978787878787879,0.08636363636363636,4
Dalano Banton,24.0,PG,54.0,9.0,19.377777777777776,3.7444444444444445,9.266666666666667,0.39244444444444443,1.1,3.6999999999999997,0.22833333333333333,2.6444444444444444,5.611111111111112,0.4793333333333333,0.4358888888888889,1.7555555555555558,2.1888888888888887,0.788888888888889,0.7777777777777778,2.5555555555555554,3.333333333333333,2.3555555555555556,0.5888888888888889,0.37777777777777777,1.4000000000000001,1.1888888888888889,10.3,12.177777777777779,0.4902222222222222,0.3662222222222222,0.2981111111111111,5.455555555555556,14.788888888888888,9.944444444444443,17.566666666666666,1.511111111111111,1.6666666666666665,13.022222222222222,23.022222222222222,-0.22222222222222224,0.4777777777777778,0.25555555555555554,0.03688888888888889,-2.0333333333333337,-0.23333333333333334,-2.2666666666666666,0.1222222222222222,4
Grant Williams,25.0,PF,76.0,43.0,28.002631578947373,3.639473684210526,7.921052631578948,0.4473421052631579,1.661842105263158,4.423684210526316,0.37485526315789475,1.9776315789473684,3.5592105263157894,0.5314078947368421,0.5559342105263159,1.3960526315789474,1.848684210526316,0.7526315789473685,1.1526315789473685,3.0578947368421057,4.1723684210526315,2.272368421052632,0.5763157894736842,0.5236842105263158,1.405263157894737,2.9763157894736842,10.313157894736843,10.436842105263159,0.5821315789473684,0.5765263157894738,0.22017105263157893,4.405263157894737,12.097368421052632,8.163157894736843,11.061842105263157,0.9763157894736842,1.6710526315789473,13.896052631578947,15.660526315789474,0.5907894736842105,0.7328947368421053,1.3000000000000003,0.058868421052631584,-1.9750000000000003,-0.7,-2.675,-0.20921052631578949,15
Gordon Hayward,33.0,SF,51.0,28.0,24.405882352941177,3.662745098039215,7.923529411764705,0.4603529411764706,0.7470588235294118,1.7372549019607841,0.44052941176470584,2.9666666666666663,6.137254901960784,0.46184313725490195,0.5146862745098039,1.7352941176470587,2.333333333333333,0.7277843137254901,0.7450980392156863,2.833333333333333,3.5784313725490193,3.0705882352941174,0.7941176470588235,0.24509803921568626,1.2862745098039214,1.2901960784313724,9.809803921568626,12.211764705882352,0.5521568627450981,0.24017647058823527,0.3214313725490196,3.3999999999999995,12.788235294117646,8.098039215686274,16.69607843137255,1.496078431372549,0.7882352941176469,12.076470588235294,17.223529411764705,0.3509803921568627,0.4509803921568627,0.7509803921568627,0.06496078431372548,-1.8117647058823527,-0.39607843137254894,-2.207843137254902,-0.050980392156862744,15
Kelly Olynyk,32.0,C,78.0,27.0,22.553846153846152,3.546153846153846,6.384615384615385,0.556974358974359,0.7717948717948718,1.9871794871794872,0.39633333333333337,2.7743589743589747,4.397435897435898,0.629948717948718,0.6197948717948718,1.9230769230769234,2.2948717948717947,0.8355384615384616,1.407692307692308,3.8717948717948723,5.279487179487179,4.471794871794872,0.9153846153846155,0.3435897435897436,1.9230769230769234,2.9230769230769234,9.75128205128205,17.335897435897436,0.6651538461538462,0.3155897435897436,0.3636923076923077,6.792307692307693,19.243589743589745,12.982051282051284,27.87692307692308,2.0153846153846153,1.4589743589743591,20.97692307692308,17.17948717948718,1.9615384615384617,0.7,2.5974358974358975,0.13543589743589746,0.8333333333333335,1.0846153846153848,1.9179487179487182,0.9487179487179488,6
Tre Mann,22.0,PG,41.0,28.0,24.087804878048782,3.548780487804878,7.743902439024391,0.4679024390243903,1.146341463414634,3.0707317073170732,0.3820731707317073,2.402439024390244,4.604878048780488,0.5286585365853659,0.5480975609756098,1.1243902439024391,1.4658536585365856,0.8354146341463415,0.5048780487804878,3.1390243902439026,3.6439024390243904,4.026829268292683,1.2243902439024392,0.06829268292682927,1.5878048780487806,1.15609756097561,9.331707317073171,13.858536585365853,0.5691219512195123,0.4155853658536586,0.15134146341463417,2.602439024390244,15.678048780487805,9.082926829268292,23.665853658536587,2.2243902439024392,0.20487804878048782,16.492682926829268,18.13658536585366,0.23658536585365855,0.4414634146341464,0.7097560975609757,0.06785365853658537,-1.2390243902439027,0.2780487804878049,-0.9926829268292683,0.1,2
Kyle Lowry,37.0,PG,60.0,55.0,28.153333333333332,2.7233333333333336,6.270000000000001,0.4329,1.6616666666666666,4.208333333333334,0.3922833333333334,1.0616666666666668,2.1233333333333335,0.5121333333333333,0.5632,1.0150000000000001,1.215,0.8387500000000001,0.585,2.6466666666666665,3.2316666666666665,4.23,1.0233333333333334,0.3616666666666667,1.4,2.4233333333333333,8.123333333333333,10.938333333333334,0.59465,0.6627000000000001,0.20083333333333334,2.24,10.771666666666667,6.425,20.113333333333337,1.7466666666666666,1.17,17.168333333333337,12.925,0.8,1.0933333333333333,1.8933333333333335,0.10076666666666667,-1.8850000000000002,0.9550000000000001,-0.9916666666666668,0.22333333333333333,2
Royce O'Neale,30.0,SF,79.0,14.0,24.727848101265824,2.7139240506329116,6.789873417721519,0.3967341772151899,2.0,5.324050632911392,0.3697974683544304,0.7518987341772152,1.4658227848101264,0.492873417721519,0.5415569620253164,0.3,0.4,0.6857974683544303,0.7620253164556962,4.00379746835443,4.765822784810126,2.7620253164556963,0.7759493670886076,0.5620253164556962,0.8860759493670886,2.1721518987341772,7.665822784810127,11.121518987341773,0.5481772151898735,0.7842405063291139,0.06534177215189874,3.4379746835443035,17.89746835443038,10.70759493670886,15.044303797468354,1.489873417721519,2.048101265822785,11.643037974683544,13.900000000000002,0.6759493670886076,1.0860759493670886,1.7620253164556963,0.08443037974683545,-1.0683544303797468,1.0278481012658227,0.059493670886076044,0.4759493670886076,2
Precious Achiuwa,24.0,PF,74.0,18.0,21.936486486486487,3.1662162162162164,6.3364864864864865,0.5027027027027027,0.3675675675675676,1.304054054054054,0.2657432432432433,2.7986486486486486,5.032432432432432,0.5611081081081081,0.5301081081081082,0.9337837837837838,1.5013513513513512,0.6186756756756757,2.595945945945946,3.995945945945946,6.591891891891892,1.3364864864864865,0.6,0.8972972972972975,1.1337837837837839,1.9310810810810812,7.633783783783784,14.66891891891892,0.5464324324324323,0.20382432432432435,0.23839189189189192,12.962162162162162,20.643243243243244,16.76891891891892,9.004054054054054,1.4689189189189191,3.724324324324325,13.829729729729728,16.43243243243243,0.7945945945945946,1.327027027027027,2.1216216216216215,0.097,-1.731081081081081,0.2635135135135135,-1.4675675675675675,0.13243243243243244,17
Cameron Payne,29.0,PG,78.0,10.0,16.68846153846154,2.6564102564102563,6.170512820512821,0.4383076923076923,1.3384615384615384,3.4358974358974357,0.39103846153846156,1.317948717948718,2.7346153846153847,0.5018333333333334,0.5489487179487179,0.7602564102564102,0.8205128205128205,0.8696153846153845,0.25897435897435894,1.2397435897435898,1.4987179487179487,2.6179487179487175,0.5397435897435897,0.1794871794871795,0.8589743589743589,1.6397435897435897,7.432051282051282,12.758974358974358,0.5751794871794872,0.5641666666666666,0.15467948717948718,1.6346153846153846,8.143589743589743,4.879487179487179,21.77307692307692,1.5397435897435896,0.717948717948718,11.439743589743589,18.726923076923075,0.782051282051282,0.5,1.282051282051282,0.0917051282051282,-0.6025641025641025,-0.6192307692307693,-1.1820512820512818,0.13974358974358975,2
Lamar Stevens,26.0,PF,38.0,3.0,14.7,2.8499999999999996,6.3500000000000005,0.4565,0.4,1.2,0.33199999999999996,2.45,5.1000000000000005,0.485,0.487,1.1,1.45,0.759,0.95,2.4,3.3499999999999996,0.75,0.6,0.6,0.65,1.15,7.15,14.6,0.522,0.1865,0.23249999999999998,8.45,17.450000000000003,12.85,8.3,2.15,3.6,10.95,21.75,0.0,0.4,0.4,0.077,-2.45,0.30000000000000004,-2.15,0.0,23
Vasilije Micić,30.0,PG,60.0,21.0,19.6,2.65,6.15,0.422,0.75,2.55,0.269,1.95,3.6,0.5469999999999999,0.481,1.05,1.25,0.788,0.2,1.25,1.4500000000000002,4.35,0.5,0.1,1.65,1.1,7.050000000000001,9.95,0.515,0.443,0.20500000000000002,1.0,7.05,4.050000000000001,29.6,1.25,0.65,20.65,17.85,0.0,0.2,0.2,0.0165,-2.9,-1.95,-4.85,-0.4,4
Jordan Nwora,25.0,SF,52.0,1.0,13.73076923076923,2.6884615384615387,5.776923076923077,0.46015384615384614,0.8615384615384616,2.523076923076923,0.3328076923076923,1.7923076923076922,3.253846153846154,0.5597692307692308,0.5330384615384616,0.8269230769230769,0.9923076923076923,0.8278076923076922,0.5307692307692308,2.315384615384615,2.8461538461538463,1.1961538461538463,0.49615384615384617,0.29615384615384616,1.0269230769230768,0.9692307692307693,6.9653846153846155,13.507692307692306,0.5619230769230769,0.43834615384615383,0.17323076923076924,4.376923076923077,18.70384615384615,11.442307692307692,12.373076923076923,1.6961538461538461,1.4461538461538461,13.865384615384617,22.403846153846153,-0.06538461538461539,0.36153846153846153,0.29615384615384616,0.03326923076923077,-1.146153846153846,-1.5461538461538462,-2.6923076923076925,-0.03461538461538462,7
Quentin Grimes,23.0,SG,51.0,18.0,20.082352941176467,2.3823529411764706,6.470588235294118,0.37370588235294117,1.5823529411764705,4.7,0.33711764705882347,0.8,1.6823529411764706,0.47082352941176464,0.4984705882352941,0.6411764705882352,0.9176470588235295,0.7298823529411764,0.28823529411764703,1.6235294117647059,2.0,1.3294117647058823,0.7117647058823529,0.17058823529411765,0.5823529411764705,1.5,7.064705882352941,8.841176470588236,0.5193529411764706,0.7322941176470588,0.1358235294117647,1.6176470588235294,9.4,5.447058823529412,8.741176470588234,1.7470588235294118,0.6176470588235294,7.264705882352941,15.852941176470589,0.5705882352941176,0.8058823529411764,1.288235294117647,0.05864705882352941,-2.594117647058823,0.3058823529411765,-2.276470588235294,0.06470588235294118,22
Evan Fournier,31.0,SG,32.0,0.0,18.165625,2.4781250000000004,6.8812500000000005,0.35678125,1.0625,4.09375,0.25715625,1.425,2.878125,0.5015000000000001,0.43125,0.8812500000000001,1.153125,0.8133125,0.18125000000000002,1.6624999999999999,1.8437499999999998,1.5437500000000002,0.9375,0.18125000000000002,0.6624999999999999,1.48125,6.9,8.271875000000001,0.46371875,0.5886874999999999,0.16253125000000002,0.90625,10.421875000000002,5.6187499999999995,11.559375,2.48125,0.9968750000000001,8.134375,19.125000000000004,-0.29062499999999997,0.37187500000000007,-0.009375000000000001,-0.0083125,-4.9125000000000005,0.30937499999999996,-4.503125,-0.28125,22
Trey Jemison,24.0,C,25.0,14.0,22.948,3.036,5.428000000000001,0.50692,0.0,0.0,0.0,3.036,5.428000000000001,0.50692,0.50692,0.8280000000000001,1.0120000000000002,0.7728,2.576,2.8000000000000003,5.376,1.104,0.46,1.104,1.328,2.7600000000000002,6.808000000000001,8.06,0.53544,0.0,0.16928,10.856000000000002,20.604,15.963999999999999,6.532,0.92,4.232,24.836000000000002,15.788,0.276,0.552,0.8280000000000001,-0.026999999999999996,-6.748000000000001,-0.6560000000000001,-7.404,-0.36800000000000005,25
